date,hits,keyword,geo,time,gprop,category
2021-02-07T00:00:00Z,79,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-02-14T00:00:00Z,77,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-02-21T00:00:00Z,84,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-02-28T00:00:00Z,54,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-03-07T00:00:00Z,56,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-03-14T00:00:00Z,55,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-03-21T00:00:00Z,49,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-03-28T00:00:00Z,48,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-04-04T00:00:00Z,42,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-04-11T00:00:00Z,55,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-04-18T00:00:00Z,70,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-04-25T00:00:00Z,52,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-05-02T00:00:00Z,46,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-05-09T00:00:00Z,60,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-05-16T00:00:00Z,100,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-05-23T00:00:00Z,76,bitcoin,world,2020-01-01 2021-05-31,web,0
2021-05-30T00:00:00Z,52,bitcoin,world,2020-01-01 2021-05-31,web,0
2020-01-05T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-01-12T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-01-19T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-01-26T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-02-02T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-02-09T00:00:00Z,2,ethereum,world,2020-01-01 2021-05-31,web,0
2020-02-16T00:00:00Z,2,ethereum,world,2020-01-01 2021-05-31,web,0
2020-02-23T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-03-01T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-03-08T00:00:00Z,2,ethereum,world,2020-01-01 2021-05-31,web,0
2020-03-15T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-03-22T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-03-29T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-04-05T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-04-12T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-04-19T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-04-26T00:00:00Z,2,ethereum,world,2020-01-01 2021-05-31,web,0
2020-05-03T00:00:00Z,2,ethereum,world,2020-01-01 2021-05-31,web,0
2020-05-10T00:00:00Z,2,ethereum,world,2020-01-01 2021-05-31,web,0
2020-05-17T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-05-24T00:00:00Z,1,ethereum,world,2020-01-01 2021-05-31,web,0
2020-05-31T00:00:00Z,2,ethereum,world,2020-01-01 2021-05-31,web,0
2020-06-07T00:00:00Z,2,ethereum,world,2020-01-01 2021-05-31,web,0
2020-06-14T00:00:00Z,2,ethereum,world,2020-01-01 2021-05-31,web,0
2020-06-21T00:00:00Z,2,ethereum,world,2020-01-01 2021-05-31,web,0
